Date,Appliances,Relation,Appliance start times
01-01,['kitchen_lights', 'microwave'],>,['13:15:00', '13:30:00']
11-08,['kitchen_lights', 'microwave'],>,['17:00:00', '18:00:00']
11-08,['kitchen_lights', 'microwave'],>,['19:30:00', '19:30:00']
11-08,['tv', 'kitchen_lights'],>,['19:30:00', '19:30:00']
11-08,['tv', 'kitchen_lights'],>,['19:30:00', '21:45:00']
11-08,['livingroom_lamp_tv', 'kitchen_lights'],>,['20:00:00', '21:45:00']
11-08,['amp_livingroom', 'kitchen_lights'],>,['19:45:00', '21:45:00']
11-08,['amp_livingroom', 'subwoofer_livingroom'],>,['19:45:00', '19:45:00']
11-08,['subwoofer_livingroom', 'kitchen_lights'],>,['19:45:00', '21:45:00']
11-08,['htpc', 'kitchen_lights'],>,['18:15:00', '19:30:00']
11-08,['htpc', 'kitchen_lights'],>,['18:15:00', '21:45:00']
11-08,['htpc', 'subwoofer_livingroom'],>,['18:15:00', '19:45:00']
11-08,['gigE_&_USBhub', 'laptop'],>,['17:30:00', '17:30:00']
11-09,['kitchen_lights', 'microwave'],>,['09:45:00', '10:00:00']
11-09,['kitchen_lights', 'microwave'],>,['17:30:00', '18:00:00']
11-09,['kitchen_lights', 'microwave'],>,['19:30:00', '19:30:00']
11-09,['tv', 'kitchen_lights'],>,['19:45:00', '20:30:00']
11-09,['tv', 'kitchen_lights'],>,['19:45:00', '21:00:00']
11-09,['livingroom_lamp_tv', 'kitchen_lights'],>,['16:15:00', '17:30:00']
11-09,['livingroom_lamp_tv', 'kitchen_lights'],>,['16:15:00', '19:30:00']
11-09,['livingroom_lamp_tv', 'kitchen_lights'],>,['16:15:00', '20:30:00']
11-09,['livingroom_lamp_tv', 'kitchen_lights'],>,['16:15:00', '21:00:00']
11-09,['amp_livingroom', 'kitchen_lights'],>,['09:45:00', '09:45:00']
11-09,['amp_livingroom', 'kitchen_lights'],>,['09:45:00', '11:00:00']
11-09,['amp_livingroom', 'kitchen_lights'],>,['15:30:00', '16:00:00']
11-09,['amp_livingroom', 'kitchen_lights'],>,['19:15:00', '19:30:00']
11-09,['amp_livingroom', 'kitchen_lights'],>,['19:15:00', '20:30:00']
11-09,['amp_livingroom', 'kitchen_lights'],>,['19:15:00', '21:00:00']
11-09,['amp_livingroom', 'tv'],>,['19:15:00', '19:45:00']
11-09,['amp_livingroom', 'subwoofer_livingroom'],>,['09:45:00', '09:45:00']
11-09,['amp_livingroom', 'subwoofer_livingroom'],>,['15:30:00', '15:30:00']
11-09,['amp_livingroom', 'subwoofer_livingroom'],>,['19:15:00', '19:15:00']
11-09,['subwoofer_livingroom', 'kitchen_lights'],>,['09:45:00', '09:45:00']
11-09,['subwoofer_livingroom', 'kitchen_lights'],>,['09:45:00', '11:00:00']
11-09,['subwoofer_livingroom', 'kitchen_lights'],>,['15:30:00', '16:00:00']
11-09,['subwoofer_livingroom', 'kitchen_lights'],>,['19:15:00', '19:30:00']
11-09,['subwoofer_livingroom', 'kitchen_lights'],>,['19:15:00', '20:30:00']
11-09,['subwoofer_livingroom', 'kitchen_lights'],>,['19:15:00', '21:00:00']
11-09,['subwoofer_livingroom', 'tv'],>,['19:15:00', '19:45:00']
11-09,['htpc', 'kitchen_lights'],>,['19:30:00', '19:30:00']
11-09,['htpc', 'kitchen_lights'],>,['19:30:00', '20:30:00']
11-09,['htpc', 'kitchen_lights'],>,['19:30:00', '21:00:00']
11-09,['htpc', 'kitchen_lights'],>,['19:30:00', '21:30:00']
11-09,['htpc', 'tv'],>,['19:30:00', '19:45:00']
11-09,['gigE_&_USBhub', 'laptop'],>,['20:30:00', '20:30:00']
11-09,['hair_dryer', 'straighteners'],>,['10:30:00', '10:30:00']
11-10,['kitchen_lights', 'microwave'],>,['07:30:00', '07:45:00']
11-10,['kitchen_lights', 'microwave'],>,['20:00:00', '21:00:00']
11-10,['livingroom_lamp_tv', 'kitchen_lights'],>,['12:45:00', '13:45:00']
11-10,['livingroom_lamp_tv', 'kitchen_lights'],>,['17:00:00', '17:45:00']
11-10,['livingroom_lamp_tv', 'kitchen_lights'],>,['17:00:00', '20:00:00']
11-10,['amp_livingroom', 'subwoofer_livingroom'],>,['21:15:00', '21:15:00']
11-10,['htpc', 'subwoofer_livingroom'],>,['20:45:00', '21:15:00']
11-11,['kitchen_lights', 'microwave'],>,['07:45:00', '08:00:00']
11-11,['tv', 'kitchen_lights'],>,['10:30:00', '10:45:00']
11-11,['tv', 'kitchen_lights'],>,['10:30:00', '13:15:00']
11-11,['tv', 'kitchen_lights'],>,['21:00:00', '21:30:00']
11-11,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:30:00', '19:45:00']
11-11,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:30:00', '20:45:00']
11-11,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:30:00', '21:30:00']
11-11,['amp_livingroom', 'kitchen_lights'],>,['10:30:00', '10:45:00']
11-11,['amp_livingroom', 'kitchen_lights'],>,['10:30:00', '13:15:00']
11-11,['amp_livingroom', 'kitchen_lights'],>,['21:00:00', '21:30:00']
11-11,['amp_livingroom', 'tv'],>,['10:30:00', '10:30:00']
11-11,['amp_livingroom', 'tv'],>,['18:00:00', '18:00:00']
11-11,['amp_livingroom', 'tv'],>,['21:00:00', '21:00:00']
11-11,['amp_livingroom', 'subwoofer_livingroom'],>,['10:30:00', '10:30:00']
11-11,['amp_livingroom', 'subwoofer_livingroom'],>,['16:00:00', '16:00:00']
11-11,['amp_livingroom', 'subwoofer_livingroom'],>,['18:00:00', '18:00:00']
11-11,['amp_livingroom', 'subwoofer_livingroom'],>,['21:00:00', '21:15:00']
11-11,['subwoofer_livingroom', 'kitchen_lights'],>,['10:30:00', '10:45:00']
11-11,['subwoofer_livingroom', 'kitchen_lights'],>,['10:30:00', '13:15:00']
11-11,['subwoofer_livingroom', 'kitchen_lights'],>,['21:15:00', '21:30:00']
11-11,['subwoofer_livingroom', 'tv'],>,['10:30:00', '10:30:00']
11-11,['htpc', 'kitchen_lights'],>,['10:30:00', '10:45:00']
11-11,['htpc', 'kitchen_lights'],>,['10:30:00', '13:15:00']
11-11,['htpc', 'kitchen_lights'],>,['10:30:00', '14:15:00']
11-11,['htpc', 'kitchen_lights'],>,['21:15:00', '21:30:00']
11-11,['htpc', 'tv'],>,['10:30:00', '10:30:00']
11-11,['htpc', 'tv'],>,['10:30:00', '15:45:00']
11-11,['htpc', 'tv'],>,['10:30:00', '18:00:00']
11-11,['htpc', 'subwoofer_livingroom'],>,['10:30:00', '10:30:00']
11-11,['htpc', 'subwoofer_livingroom'],>,['10:30:00', '16:00:00']
11-11,['htpc', 'subwoofer_livingroom'],>,['10:30:00', '18:00:00']
11-11,['htpc', 'subwoofer_livingroom'],>,['21:15:00', '21:15:00']
11-11,['hifi_office', 'office_lamp3'],>,['14:30:00', '14:30:00']
11-11,['hifi_office', 'office_lamp3'],>,['20:00:00', '20:00:00']
11-11,['lcd_office', 'office_lamp3'],>,['14:00:00', '14:30:00']
11-11,['lcd_office', 'office_lamp3'],>,['20:00:00', '20:00:00']
11-11,['gigE_&_USBhub', 'hifi_office'],>,['14:00:00', '14:30:00']
11-11,['gigE_&_USBhub', 'hifi_office'],>,['20:00:00', '20:00:00']
11-11,['gigE_&_USBhub', 'lcd_office'],>,['14:00:00', '14:00:00']
11-11,['gigE_&_USBhub', 'lcd_office'],>,['20:00:00', '20:00:00']
11-11,['gigE_&_USBhub', 'laptop'],>,['14:00:00', '14:00:00']
11-11,['gigE_&_USBhub', 'laptop'],>,['20:00:00', '20:00:00']
11-11,['gigE_&_USBhub', 'office_lamp3'],>,['14:00:00', '14:30:00']
11-11,['gigE_&_USBhub', 'office_lamp3'],>,['20:00:00', '20:00:00']
11-11,['laptop', 'lcd_office'],>,['14:00:00', '14:00:00']
11-11,['laptop', 'lcd_office'],>,['20:00:00', '20:00:00']
11-11,['laptop', 'office_lamp3'],>,['14:00:00', '14:30:00']
11-11,['laptop', 'office_lamp3'],>,['20:00:00', '20:00:00']
11-11,['hair_dryer', 'straighteners'],>,['10:30:00', '10:30:00']
11-12,['kitchen_lights', 'microwave'],>,['07:30:00', '08:00:00']
11-12,['kitchen_lights', 'microwave'],>,['19:30:00', '20:00:00']
11-12,['tv', 'kitchen_lights'],>,['08:45:00', '08:45:00']
11-12,['tv', 'kitchen_lights'],>,['22:30:00', '23:15:00']
11-12,['livingroom_lamp_tv', 'kitchen_lights'],>,['22:30:00', '23:15:00']
11-12,['amp_livingroom', 'kitchen_lights'],>,['08:45:00', '08:45:00']
11-12,['amp_livingroom', 'kitchen_lights'],>,['22:30:00', '23:15:00']
11-12,['amp_livingroom', 'tv'],>,['22:30:00', '22:30:00']
11-12,['amp_livingroom', 'subwoofer_livingroom'],>,['08:45:00', '08:45:00']
11-12,['amp_livingroom', 'subwoofer_livingroom'],>,['22:30:00', '22:30:00']
11-12,['subwoofer_livingroom', 'kitchen_lights'],>,['08:45:00', '08:45:00']
11-12,['subwoofer_livingroom', 'kitchen_lights'],>,['22:30:00', '23:15:00']
11-12,['subwoofer_livingroom', 'tv'],>,['22:30:00', '22:30:00']
11-12,['htpc', 'kitchen_lights'],>,['08:45:00', '08:45:00']
11-12,['htpc', 'kitchen_lights'],>,['08:45:00', '11:15:00']
11-12,['htpc', 'tv'],>,['08:45:00', '08:45:00']
11-12,['htpc', 'subwoofer_livingroom'],>,['08:45:00', '08:45:00']
11-12,['hifi_office', 'office_lamp3'],>,['20:00:00', '20:00:00']
11-12,['lcd_office', 'office_lamp3'],>,['20:00:00', '20:00:00']
11-12,['gigE_&_USBhub', 'hifi_office'],>,['20:00:00', '20:00:00']
11-12,['gigE_&_USBhub', 'lcd_office'],>,['20:00:00', '20:00:00']
11-12,['gigE_&_USBhub', 'laptop'],>,['20:00:00', '20:00:00']
11-12,['gigE_&_USBhub', 'office_lamp3'],>,['20:00:00', '20:00:00']
11-12,['laptop', 'lcd_office'],>,['20:00:00', '20:00:00']
11-12,['laptop', 'office_lamp3'],>,['20:00:00', '20:00:00']
11-13,['kitchen_lights', 'microwave'],>,['10:15:00', '10:30:00']
11-13,['kitchen_lights', 'microwave'],>,['17:15:00', '17:15:00']
11-13,['kitchen_lights', 'microwave'],>,['19:30:00', '20:00:00']
11-13,['tv', 'kitchen_lights'],>,['20:15:00', '21:00:00']
11-13,['tv', 'kitchen_lights'],>,['20:15:00', '22:00:00']
11-13,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:30:00', '19:30:00']
11-13,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:30:00', '21:00:00']
11-13,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:30:00', '22:00:00']
11-13,['amp_livingroom', 'kitchen_lights'],>,['20:15:00', '21:00:00']
11-13,['amp_livingroom', 'subwoofer_livingroom'],>,['22:45:00', '22:45:00']
11-13,['amp_livingroom', 'subwoofer_livingroom'],>,['20:15:00', '20:15:00']
11-13,['subwoofer_livingroom', 'kitchen_lights'],>,['20:15:00', '21:00:00']
11-13,['htpc', 'kitchen_lights'],>,['20:15:00', '21:00:00']
11-13,['htpc', 'kitchen_lights'],>,['20:15:00', '22:00:00']
11-13,['htpc', 'subwoofer_livingroom'],>,['20:15:00', '20:15:00']
11-13,['hifi_office', 'office_lamp3'],>,['08:45:00', '08:45:00']
11-13,['gigE_&_USBhub', 'hifi_office'],>,['08:45:00', '08:45:00']
11-13,['gigE_&_USBhub', 'laptop'],>,['23:45:00', '23:45:00']
11-13,['gigE_&_USBhub', 'laptop'],>,['08:45:00', '08:45:00']
11-13,['gigE_&_USBhub', 'office_lamp3'],>,['08:45:00', '08:45:00']
11-13,['laptop', 'office_lamp3'],>,['08:45:00', '08:45:00']
11-14,['kitchen_lights', 'microwave'],>,['19:00:00', '19:45:00']
11-14,['tv', 'kitchen_lights'],>,['15:45:00', '15:45:00']
11-14,['tv', 'kitchen_lights'],>,['19:15:00', '22:00:00']
11-14,['livingroom_lamp_tv', 'kitchen_lights'],>,['15:45:00', '15:45:00']
11-14,['livingroom_lamp_tv', 'kitchen_lights'],>,['15:45:00', '16:15:00']
11-14,['livingroom_lamp_tv', 'kitchen_lights'],>,['15:45:00', '18:15:00']
11-14,['livingroom_lamp_tv', 'kitchen_lights'],>,['15:45:00', '19:00:00']
11-14,['livingroom_lamp_tv', 'kitchen_lights'],>,['15:45:00', '22:00:00']
11-14,['amp_livingroom', 'kitchen_lights'],>,['15:45:00', '15:45:00']
11-14,['amp_livingroom', 'kitchen_lights'],>,['17:45:00', '18:15:00']
11-14,['amp_livingroom', 'kitchen_lights'],>,['17:45:00', '19:00:00']
11-14,['amp_livingroom', 'kitchen_lights'],>,['17:45:00', '22:00:00']
11-14,['amp_livingroom', 'tv'],>,['15:45:00', '15:45:00']
11-14,['amp_livingroom', 'tv'],>,['17:45:00', '18:15:00']
11-14,['amp_livingroom', 'tv'],>,['17:45:00', '19:15:00']
11-14,['amp_livingroom', 'subwoofer_livingroom'],>,['15:45:00', '15:45:00']
11-14,['amp_livingroom', 'subwoofer_livingroom'],>,['17:45:00', '17:45:00']
11-14,['subwoofer_livingroom', 'kitchen_lights'],>,['15:45:00', '15:45:00']
11-14,['subwoofer_livingroom', 'kitchen_lights'],>,['17:45:00', '18:15:00']
11-14,['subwoofer_livingroom', 'kitchen_lights'],>,['17:45:00', '19:00:00']
11-14,['subwoofer_livingroom', 'kitchen_lights'],>,['17:45:00', '22:00:00']
11-14,['subwoofer_livingroom', 'tv'],>,['15:45:00', '15:45:00']
11-14,['subwoofer_livingroom', 'tv'],>,['17:45:00', '18:15:00']
11-14,['subwoofer_livingroom', 'tv'],>,['17:45:00', '19:15:00']
11-14,['htpc', 'kitchen_lights'],>,['15:45:00', '15:45:00']
11-14,['htpc', 'kitchen_lights'],>,['18:15:00', '18:15:00']
11-14,['htpc', 'kitchen_lights'],>,['18:15:00', '19:00:00']
11-14,['htpc', 'kitchen_lights'],>,['18:15:00', '22:00:00']
11-14,['htpc', 'tv'],>,['15:45:00', '15:45:00']
11-14,['htpc', 'tv'],>,['18:15:00', '18:15:00']
11-14,['htpc', 'tv'],>,['18:15:00', '19:15:00']
11-14,['htpc', 'subwoofer_livingroom'],>,['15:45:00', '15:45:00']
11-14,['hifi_office', 'office_lamp3'],>,['09:15:00', '09:15:00']
11-14,['gigE_&_USBhub', 'hifi_office'],>,['09:00:00', '09:15:00']
11-14,['gigE_&_USBhub', 'lcd_office'],>,['09:00:00', '09:00:00']
11-14,['gigE_&_USBhub', 'laptop'],>,['09:00:00', '09:00:00']
11-14,['gigE_&_USBhub', 'office_lamp3'],>,['09:00:00', '09:15:00']
11-14,['laptop', 'lcd_office'],>,['09:00:00', '09:00:00']
11-15,['kitchen_lights', 'microwave'],>,['16:00:00', '16:15:00']
11-15,['tv', 'kitchen_lights'],>,['15:00:00', '16:00:00']
11-15,['tv', 'kitchen_lights'],>,['15:00:00', '17:00:00']
11-15,['amp_livingroom', 'kitchen_lights'],>,['15:00:00', '16:00:00']
11-15,['amp_livingroom', 'kitchen_lights'],>,['15:00:00', '17:00:00']
11-15,['amp_livingroom', 'tv'],>,['15:00:00', '15:00:00']
11-15,['amp_livingroom', 'tv'],>,['20:00:00', '20:00:00']
11-15,['amp_livingroom', 'subwoofer_livingroom'],>,['15:00:00', '15:00:00']
11-15,['amp_livingroom', 'subwoofer_livingroom'],>,['20:00:00', '20:00:00']
11-15,['subwoofer_livingroom', 'kitchen_lights'],>,['15:00:00', '16:00:00']
11-15,['subwoofer_livingroom', 'kitchen_lights'],>,['15:00:00', '17:00:00']
11-15,['subwoofer_livingroom', 'tv'],>,['15:00:00', '15:00:00']
11-15,['subwoofer_livingroom', 'tv'],>,['20:00:00', '20:00:00']
11-15,['htpc', 'kitchen_lights'],>,['15:00:00', '16:00:00']
11-15,['htpc', 'kitchen_lights'],>,['18:45:00', '19:00:00']
11-16,['kitchen_lights', 'microwave'],>,['17:00:00', '18:00:00']
11-16,['tv', 'kitchen_lights'],>,['18:15:00', '20:00:00']
11-16,['tv', 'kitchen_lights'],>,['18:15:00', '21:30:00']
11-16,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:15:00', '20:00:00']
11-16,['amp_livingroom', 'kitchen_lights'],>,['10:45:00', '11:45:00']
11-16,['amp_livingroom', 'kitchen_lights'],>,['14:45:00', '14:45:00']
11-16,['amp_livingroom', 'kitchen_lights'],>,['14:45:00', '15:30:00']
11-16,['amp_livingroom', 'kitchen_lights'],>,['14:45:00', '17:00:00']
11-16,['amp_livingroom', 'kitchen_lights'],>,['14:45:00', '20:00:00']
11-16,['amp_livingroom', 'kitchen_lights'],>,['14:45:00', '21:30:00']
11-16,['amp_livingroom', 'tv'],>,['07:15:00', '07:15:00']
11-16,['amp_livingroom', 'tv'],>,['10:45:00', '10:45:00']
11-16,['amp_livingroom', 'tv'],>,['10:45:00', '13:00:00']
11-16,['amp_livingroom', 'tv'],>,['14:45:00', '18:15:00']
11-16,['amp_livingroom', 'subwoofer_livingroom'],>,['07:15:00', '07:15:00']
11-16,['amp_livingroom', 'subwoofer_livingroom'],>,['10:45:00', '10:45:00']
11-16,['amp_livingroom', 'subwoofer_livingroom'],>,['14:45:00', '14:45:00']
11-16,['subwoofer_livingroom', 'kitchen_lights'],>,['10:45:00', '11:45:00']
11-16,['subwoofer_livingroom', 'kitchen_lights'],>,['14:45:00', '14:45:00']
11-16,['subwoofer_livingroom', 'kitchen_lights'],>,['14:45:00', '15:30:00']
11-16,['subwoofer_livingroom', 'kitchen_lights'],>,['14:45:00', '17:00:00']
11-16,['subwoofer_livingroom', 'kitchen_lights'],>,['14:45:00', '20:00:00']
11-16,['subwoofer_livingroom', 'tv'],>,['07:15:00', '07:15:00']
11-16,['subwoofer_livingroom', 'tv'],>,['10:45:00', '10:45:00']
11-16,['subwoofer_livingroom', 'tv'],>,['10:45:00', '13:00:00']
11-16,['htpc', 'kitchen_lights'],>,['18:15:00', '20:00:00']
11-16,['htpc', 'kitchen_lights'],>,['18:15:00', '21:30:00']
11-16,['htpc', 'tv'],>,['07:15:00', '07:15:00']
11-16,['htpc', 'tv'],>,['10:45:00', '10:45:00']
11-16,['htpc', 'tv'],>,['18:15:00', '18:15:00']
11-16,['htpc', 'subwoofer_livingroom'],>,['07:15:00', '07:15:00']
11-16,['hifi_office', 'office_lamp3'],>,['17:00:00', '17:00:00']
11-16,['lcd_office', 'office_lamp3'],>,['17:00:00', '17:00:00']
11-16,['lcd_office', 'office_lamp3'],>,['17:00:00', '19:15:00']
11-16,['gigE_&_USBhub', 'hifi_office'],>,['17:00:00', '17:00:00']
11-16,['gigE_&_USBhub', 'lcd_office'],>,['17:00:00', '17:00:00']
11-16,['gigE_&_USBhub', 'laptop'],>,['17:00:00', '17:00:00']
11-16,['gigE_&_USBhub', 'office_lamp3'],>,['17:00:00', '17:00:00']
11-16,['gigE_&_USBhub', 'office_lamp3'],>,['17:00:00', '19:15:00']
11-16,['laptop', 'lcd_office'],>,['17:00:00', '17:00:00']
11-16,['laptop', 'office_lamp3'],>,['17:00:00', '17:00:00']
11-16,['laptop', 'office_lamp3'],>,['17:00:00', '19:15:00']
11-17,['kitchen_lights', 'microwave'],>,['12:00:00', '12:30:00']
11-17,['kitchen_lights', 'microwave'],>,['17:00:00', '17:45:00']
11-17,['amp_livingroom', 'tv'],>,['18:00:00', '18:00:00']
11-17,['amp_livingroom', 'tv'],>,['19:30:00', '19:30:00']
11-17,['amp_livingroom', 'subwoofer_livingroom'],>,['18:00:00', '18:00:00']
11-17,['amp_livingroom', 'subwoofer_livingroom'],>,['19:30:00', '19:30:00']
11-17,['subwoofer_livingroom', 'kitchen_lights'],>,['10:00:00', '12:00:00']
11-17,['subwoofer_livingroom', 'kitchen_lights'],>,['10:00:00', '15:15:00']
11-17,['subwoofer_livingroom', 'kitchen_lights'],>,['10:00:00', '15:45:00']
11-17,['subwoofer_livingroom', 'tv'],>,['10:00:00', '16:00:00']
11-17,['subwoofer_livingroom', 'tv'],>,['18:00:00', '18:00:00']
11-17,['subwoofer_livingroom', 'tv'],>,['19:30:00', '19:30:00']
11-17,['htpc', 'kitchen_lights'],>,['16:15:00', '17:00:00']
11-17,['htpc', 'kitchen_lights'],>,['16:15:00', '18:30:00']
11-17,['htpc', 'kitchen_lights'],>,['16:15:00', '19:15:00']
11-17,['htpc', 'tv'],>,['16:15:00', '18:00:00']
11-17,['htpc', 'tv'],>,['16:15:00', '19:30:00']
11-17,['htpc', 'subwoofer_livingroom'],>,['16:15:00', '18:00:00']
11-17,['htpc', 'subwoofer_livingroom'],>,['16:15:00', '19:30:00']
11-17,['lcd_office', 'office_lamp3'],>,['08:15:00', '08:15:00']
11-17,['gigE_&_USBhub', 'hifi_office'],>,['08:15:00', '09:15:00']
11-17,['gigE_&_USBhub', 'lcd_office'],>,['08:15:00', '08:15:00']
11-17,['gigE_&_USBhub', 'laptop'],>,['08:15:00', '08:15:00']
11-17,['gigE_&_USBhub', 'office_lamp3'],>,['08:15:00', '08:15:00']
11-17,['laptop', 'lcd_office'],>,['08:15:00', '08:15:00']
11-17,['laptop', 'office_lamp3'],>,['08:15:00', '08:15:00']
11-18,['kitchen_lights', 'microwave'],>,['13:45:00', '13:45:00']
11-18,['kitchen_lights', 'microwave'],>,['19:45:00', '20:00:00']
11-18,['tv', 'kitchen_lights'],>,['14:15:00', '14:30:00']
11-18,['amp_livingroom', 'kitchen_lights'],>,['14:15:00', '14:30:00']
11-18,['amp_livingroom', 'tv'],>,['14:15:00', '14:15:00']
11-18,['amp_livingroom', 'tv'],>,['20:00:00', '20:00:00']
11-18,['amp_livingroom', 'subwoofer_livingroom'],>,['14:15:00', '14:15:00']
11-18,['amp_livingroom', 'subwoofer_livingroom'],>,['20:00:00', '20:00:00']
11-18,['subwoofer_livingroom', 'kitchen_lights'],>,['14:15:00', '14:30:00']
11-18,['subwoofer_livingroom', 'tv'],>,['14:15:00', '14:15:00']
11-18,['subwoofer_livingroom', 'tv'],>,['20:00:00', '20:00:00']
11-18,['htpc', 'kitchen_lights'],>,['14:15:00', '14:30:00']
11-18,['htpc', 'kitchen_lights'],>,['14:15:00', '15:30:00']
11-18,['htpc', 'tv'],>,['14:15:00', '14:15:00']
11-18,['htpc', 'tv'],>,['20:00:00', '20:00:00']
11-18,['htpc', 'subwoofer_livingroom'],>,['14:15:00', '14:15:00']
11-18,['htpc', 'subwoofer_livingroom'],>,['20:00:00', '20:00:00']
11-18,['gigE_&_USBhub', 'laptop'],>,['15:00:00', '15:00:00']
11-18,['gigE_&_USBhub', 'office_lamp3'],>,['15:00:00', '15:00:00']
11-18,['hair_dryer', 'straighteners'],>,['07:30:00', '07:30:00']
11-19,['kitchen_lights', 'microwave'],>,['07:30:00', '07:45:00']
11-19,['kitchen_lights', 'microwave'],>,['09:15:00', '09:15:00']
11-19,['tv', 'kitchen_lights'],>,['20:00:00', '21:30:00']
11-19,['amp_livingroom', 'subwoofer_livingroom'],>,['20:00:00', '20:00:00']
11-19,['htpc', 'kitchen_lights'],>,['20:00:00', '21:30:00']
11-19,['htpc', 'tv'],>,['20:00:00', '20:00:00']
11-19,['htpc', 'subwoofer_livingroom'],>,['20:00:00', '20:00:00']
11-19,['hifi_office', 'office_lamp3'],>,['17:15:00', '17:30:00']
11-19,['lcd_office', 'office_lamp3'],>,['17:15:00', '17:30:00']
11-19,['gigE_&_USBhub', 'hifi_office'],>,['08:00:00', '09:30:00']
11-19,['gigE_&_USBhub', 'hifi_office'],>,['08:00:00', '17:15:00']
11-19,['gigE_&_USBhub', 'lcd_office'],>,['08:00:00', '08:00:00']
11-19,['gigE_&_USBhub', 'lcd_office'],>,['08:00:00', '08:30:00']
11-19,['gigE_&_USBhub', 'lcd_office'],>,['08:00:00', '12:45:00']
11-19,['gigE_&_USBhub', 'lcd_office'],>,['08:00:00', '17:15:00']
11-19,['gigE_&_USBhub', 'laptop'],>,['08:00:00', '08:00:00']
11-19,['gigE_&_USBhub', 'office_lamp3'],>,['08:00:00', '08:00:00']
11-19,['gigE_&_USBhub', 'office_lamp3'],>,['08:00:00', '17:30:00']
11-19,['laptop', 'lcd_office'],>,['08:00:00', '08:00:00']
11-19,['laptop', 'lcd_office'],>,['08:00:00', '08:30:00']
11-19,['laptop', 'lcd_office'],>,['08:00:00', '12:45:00']
11-19,['laptop', 'lcd_office'],>,['08:00:00', '17:15:00']
11-19,['laptop', 'office_lamp3'],>,['08:00:00', '08:00:00']
11-19,['laptop', 'office_lamp3'],>,['08:00:00', '17:30:00']
11-20,['kitchen_lights', 'microwave'],>,['12:15:00', '13:30:00']
11-20,['kitchen_lights', 'microwave'],>,['17:15:00', '17:30:00']
11-20,['tv', 'kitchen_lights'],>,['18:45:00', '19:15:00']
11-20,['tv', 'kitchen_lights'],>,['18:45:00', '20:45:00']
11-20,['tv', 'kitchen_lights'],>,['18:45:00', '21:45:00']
11-20,['livingroom_lamp_tv', 'kitchen_lights'],>,['17:30:00', '19:15:00']
11-20,['livingroom_lamp_tv', 'kitchen_lights'],>,['17:30:00', '20:45:00']
11-20,['livingroom_lamp_tv', 'kitchen_lights'],>,['17:30:00', '21:45:00']
11-20,['amp_livingroom', 'kitchen_lights'],>,['19:00:00', '19:15:00']
11-20,['amp_livingroom', 'kitchen_lights'],>,['19:00:00', '20:45:00']
11-20,['amp_livingroom', 'kitchen_lights'],>,['19:00:00', '21:45:00']
11-20,['amp_livingroom', 'subwoofer_livingroom'],>,['19:00:00', '19:00:00']
11-20,['subwoofer_livingroom', 'kitchen_lights'],>,['19:00:00', '19:15:00']
11-20,['subwoofer_livingroom', 'kitchen_lights'],>,['19:00:00', '20:45:00']
11-20,['subwoofer_livingroom', 'kitchen_lights'],>,['19:00:00', '21:45:00']
11-20,['htpc', 'kitchen_lights'],>,['22:15:00', '23:00:00']
11-20,['htpc', 'kitchen_lights'],>,['18:15:00', '19:15:00']
11-20,['htpc', 'kitchen_lights'],>,['18:15:00', '20:45:00']
11-20,['htpc', 'kitchen_lights'],>,['18:15:00', '21:45:00']
11-20,['htpc', 'subwoofer_livingroom'],>,['18:15:00', '19:00:00']
11-20,['lcd_office', 'office_lamp3'],>,['08:00:00', '08:00:00']
11-20,['lcd_office', 'office_lamp3'],>,['19:30:00', '19:30:00']
11-20,['gigE_&_USBhub', 'lcd_office'],>,['08:00:00', '08:00:00']
11-20,['gigE_&_USBhub', 'lcd_office'],>,['19:30:00', '19:30:00']
11-20,['gigE_&_USBhub', 'laptop'],>,['08:00:00', '08:00:00']
11-20,['gigE_&_USBhub', 'laptop'],>,['19:30:00', '19:30:00']
11-20,['gigE_&_USBhub', 'office_lamp3'],>,['08:00:00', '08:00:00']
11-20,['gigE_&_USBhub', 'office_lamp3'],>,['19:30:00', '19:30:00']
11-20,['laptop', 'lcd_office'],>,['08:00:00', '08:00:00']
11-20,['laptop', 'lcd_office'],>,['19:30:00', '19:30:00']
11-20,['laptop', 'office_lamp3'],>,['08:00:00', '08:00:00']
11-20,['laptop', 'office_lamp3'],>,['19:30:00', '19:30:00']
11-20,['hair_dryer', 'straighteners'],>,['08:15:00', '08:15:00']
11-21,['kitchen_lights', 'microwave'],>,['09:30:00', '09:45:00']
11-21,['tv', 'kitchen_lights'],>,['16:30:00', '16:30:00']
11-21,['tv', 'kitchen_lights'],>,['19:30:00', '20:15:00']
11-21,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:30:00', '20:15:00']
11-21,['amp_livingroom', 'kitchen_lights'],>,['16:30:00', '16:30:00']
11-21,['amp_livingroom', 'kitchen_lights'],>,['19:30:00', '20:15:00']
11-21,['amp_livingroom', 'tv'],>,['16:30:00', '16:30:00']
